No,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,Manufacture Date
4904,Maruti Celerio ZXI,4.50 Lakh,"57,313 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats,"January 19, 2019"
4905,Maruti Ciaz VXi Plus,5.50 Lakh,"5,49,999 kms",Petrol,Manual,1st Owner,2015,2494 cc,5 Seats,"February 09, 2015"
4906,Volkswagen Polo 1.2 MPI Comfortline,5 Lakh,"46,328 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,"June 07, 2016"
4907,Honda City 1.5 S MT,3.75 Lakh,"57,407 kms",Petrol,Manual,2nd Owner,2011,1995 cc,5 Seats,"July 11, 2011"
4908,Datsun RediGO 1.0 S,2.25 Lakh,"87,537 kms",Petrol,Manual,2nd Owner,2017,799 cc,5 Seats,"October 04, 2017"
4909,Maruti Swift Dzire VXI,4.35 Lakh,"80,176 kms",Petrol,Manual,1st Owner,2013,1248 cc,5 Seats,"June 07, 2013"
4910,Maruti Swift Dzire VDI,6.65 Lakh,"62,600 kms",Diesel,Manual,1st Owner,2017,2143 cc,5 Seats,"June 20, 2017"
4911,Hyundai Santro Xing GL,2.11 Lakh,"66,737 kms",Petrol,Manual,2nd Owner,2013,1497 cc,5 Seats,"November 17, 2013"
4912,Toyota Innova 2.5 V Diesel 7-seater,5.50 Lakh,"1,24,400 kms",Diesel,Manual,2nd Owner,2011,1198 cc,7 Seats,"October 16, 2011"
4913,Hyundai i10 Sportz 1.2,1.91 Lakh,"57,480 kms",Petrol,Manual,2nd Owner,2010,814 cc,5 Seats,"January 02, 2010"
4914,BMW 3 Series 320d Luxury Line,13.50 Lakh,"99,000 kms",Diesel,Automatic,1st Owner,2015,1197 cc,5 Seats,"April 10, 2015"
4915,Renault KWID RXL,2.75 Lakh,"47,000 kms",Petrol,Manual,1st Owner,2018,1197 cc,5 Seats,"July 13, 2018"
4916,Maruti Baleno 1.3 Sigma,5.50 Lakh,"35,000 kms",Diesel,Manual,1st Owner,2018,1086 cc,5 Seats,"February 10, 2018"
4917,Mercedes-Benz C-Class C 220 CDI BE COR,9.75 Lakh,"58,000 kms",Diesel,Automatic,1st Owner,2013,1248 cc,5 Seats,"October 11, 2013"
4918,Honda City S,4 Lakh,"48,000 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats,"September 13, 2012"
4919,Honda Amaze VX AT i-Vtech,4.75 Lakh,"45,000 kms",Petrol,Automatic,1st Owner,2014,1998 cc,5 Seats,"September 21, 2014"
4920,Hyundai EON D Lite,1.90 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2012,999 cc,5 Seats,"December 08, 2012"
4921,Hyundai i20 Magna Optional 1.2,4.65 Lakh,"23,000 kms",Petrol,Manual,1st Owner,2014,1199 cc,5 Seats,"September 07, 2014"
4922,Hyundai Grand i10 1.2 Kappa Era,4.60 Lakh,"45,000 kms",Petrol,Manual,1st Owner,2019,2499 cc,5 Seats,"July 07, 2019"
4923,Hyundai i10 Magna 1.1L,3.25 Lakh,"45,000 kms",Petrol,Manual,1st Owner,2014,2143 cc,5 Seats,"August 01, 2014"
4924,Maruti Ertiga VDI,5.25 Lakh,"58,000 kms",Diesel,Manual,1st Owner,2013,1199 cc,5 Seats,"March 13, 2013"
4925,Hyundai i20 1.2 Spotz,6.25 Lakh,"48,000 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats,"September 03, 2018"
4926,BMW 2 Series 220i M Sport,40 Lakh,"18,000 kms",Petrol,Automatic,1st Owner,2021,1998 cc,5 Seats,"June 10, 2021"
4927,Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16.75 Lakh,"16,000 kms",Petrol,Automatic,1st Owner,2022,1596 cc,5 Seats,"May 27, 2022"
4928,Honda WR-V i-VTEC VX,9 Lakh,"17,000 kms",Petrol,Manual,1st Owner,2019,1061 cc,5 Seats,"July 17, 2019"
4929,Lexus NX 300h,42 Lakh,"1,11,000 kms",Petrol,Automatic,1st Owner,2018,1248 cc,5 Seats,"January 09, 2018"
4930,Mercedes-Benz M-Class ML 250 CDI,28.50 Lakh,"38,000 kms",Diesel,Automatic,2nd Owner,2015,1461 cc,5 Seats,"June 02, 2015"
4931,Honda Amaze V Petrol BSIV,6 Lakh,"36,500 kms",Petrol,Manual,1st Owner,2017,995 cc,5 Seats,"April 06, 2017"
4932,Maruti Wagon R VXI Optional,3 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2016,998 cc,4 Seats,"November 01, 2016"
4933,Chevrolet Cruze LTZ,3.50 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2012,1248 cc,5 Seats,"October 12, 2012"
4934,Ford Fiesta 1.6 SXi ABS,"60,000","1,10,000 kms",Petrol,Manual,1st Owner,2006,1199 cc,5 Seats,"May 08, 2006"
4935,Maruti Wagon R LXI Minor,1.30 Lakh,"40,000 kms",Petrol,Manual,2nd Owner,2009,796 cc,5 Seats,"August 02, 2009"
4936,Maruti Ciaz VDi Plus SHVS,5.20 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2016,1493 cc,4 Seats,"June 02, 2016"
4937,Nissan Kicks XV D BSIV,11.60 Lakh,"20,000 kms",Diesel,Manual,1st Owner,2020,796 cc,5 Seats,"May 21, 2020"
4938,Chevrolet Spark 1.0 LS,"80,000","90,000 kms",Petrol,Manual,4th Owner,2009,1461 cc,5 Seats,"April 19, 2009"
4939,Maruti S-Presso VXI Plus 2019-2022,3.70 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2020,1197 cc,7 Seats,"March 12, 2020"
4940,Maruti Swift Dzire VDI,5.75 Lakh,"1,00,000 kms",Diesel,Manual,1st Owner,2015,998 cc,5 Seats,"March 15, 2015"
4941,Volkswagen Polo Diesel Highline 1.2L,2.35 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2013,624 cc,5 Seats,"March 12, 2013"
4942,Maruti Alto 800 LXI,1.80 Lakh,"80,000 kms",Petrol,Manual,3rd Owner,2013,1591 cc,5 Seats,"November 13, 2013"
4943,Hyundai Verna SX Opt AT Diesel,15.50 Lakh,"32,000 kms",Diesel,Automatic,1st Owner,2021,998 cc,7 Seats,"January 11, 2021"
4944,Maruti 800 AC,"80,000","76,000 kms",Petrol,Manual,3rd Owner,2006,1461 cc,5 Seats,"November 03, 2006"
4945,Renault Duster 110PS Diesel RxL,4.20 Lakh,"1,65,000 kms",Diesel,Manual,2nd Owner,2014,1198 cc,5 Seats,"July 07, 2014"
4946,Maruti Swift Dzire VXI,4.50 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2015,998 cc,8 Seats,"November 11, 2015"
4947,Maruti Celerio VXI CNG,5.70 Lakh,"40,000 kms",Cng,Manual,1st Owner,2020,1461 cc,5 Seats,"March 20, 2020"
4948,Tata Nano Lx BSIV,"35,000","1,00,000 kms",Petrol,Manual,1st Owner,2012,2179 cc,5 Seats,"March 13, 2012"
4949,Hyundai Creta 1.6 Gamma SX Plus,7.27 Lakh,"83,775 kms",Petrol,Manual,3rd Owner,2015,1798 cc,5 Seats,"November 17, 2015"
4950,Maruti Celerio VXI AT,3.98 Lakh,"6,860 kms",Petrol,Automatic,1st Owner,2017,1086 cc,5 Seats,"April 27, 2017"
4951,Renault Lodgy Stepway 110PS RXZ 7S,4.56 Lakh,"1,22,759 kms",Diesel,Manual,1st Owner,2015,2494 cc,5 Seats,"May 03, 2015"
4952,Volkswagen Polo Petrol Highline 1.2L,2.76 Lakh,"39,818 kms",Petrol,Manual,1st Owner,2010,1497 cc,5 Seats,"July 03, 2010"
4953,Maruti Wagon R LXI BS IV,1.68 Lakh,"47,635 kms",Petrol,Manual,2nd Owner,2010,999 cc,5 Seats,"July 07, 2010"
4954,Renault Duster 110PS Diesel RxZ,3.57 Lakh,"1,28,383 kms",Diesel,Manual,2nd Owner,2013,1120 cc,5 Seats,"May 20, 2013"
4955,Tata Hexa XE,6.22 Lakh,"2,94,967 kms",Diesel,Manual,2nd Owner,2017,1582 cc,5 Seats,"July 07, 2017"
4956,Skoda Octavia 1.8 TSI AT L K,19.67 Lakh,"23,377 kms",Petrol,Automatic,1st Owner,2018,2967 cc,5 Seats,"February 09, 2018"
4957,Hyundai i10 Era 1.1,1.56 Lakh,"56,691 kms",Petrol,Manual,1st Owner,2008,1248 cc,5 Seats,"August 07, 2008"
4958,Toyota Innova 2.5 V Diesel 8-seater,5.08 Lakh,"1,44,256 kms",Diesel,Manual,2nd Owner,2011,1405 cc,5 Seats,"April 23, 2011"
4959,Honda City i VTEC V,5.29 Lakh,"78,688 kms",Petrol,Manual,2nd Owner,2014,2179 cc,5 Seats,"September 13, 2014"
4960,Skoda Kushaq 1.0 TSI Style,15.02 Lakh,"8,267 kms",Petrol,Manual,1st Owner,2022,1496 cc,5 Seats,"June 10, 2022"
4961,Hyundai Grand i10 CRDi Asta,3.94 Lakh,"86,857 kms",Diesel,Manual,2nd Owner,2016,1198 cc,5 Seats,"September 21, 2016"
4962,Hyundai Verna 1.6 CRDi SX,5.60 Lakh,"1,10,613 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats,"December 10, 2016"
4963,Porsche Cayenne Diesel Platinum Edition,26.71 Lakh,"88,277 kms",Diesel,Automatic,2nd Owner,2014,1198 cc,5 Seats,"February 25, 2014"
4964,Maruti Baleno 1.3 Zeta,5.36 Lakh,"91,498 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,"December 08, 2015"
4965,Tata Indica Terra 1.4 TDI,1.50 Lakh,"40,493 kms",Diesel,Manual,1st Owner,2011,1461 cc,5 Seats,"July 04, 2011"
4966,Mahindra TUV 300 Plus P6 BSIV,3.99 Lakh,"1,12,299 kms",Diesel,Manual,2nd Owner,2018,1493 cc,5 Seats,"April 01, 2018"
4967,Ford Ecosport 1.5 Petrol Titanium,8.86 Lakh,"11,988 kms",Petrol,Manual,1st Owner,2020,1086 cc,7 Seats,"June 01, 2020"
4968,Datsun GO T BSIV,2.17 Lakh,"71,913 kms",Petrol,Manual,1st Owner,2015,1197 cc,7 Seats,"May 08, 2015"
4969,Maruti Swift Dzire VXI,4.39 Lakh,"92,720 kms",Petrol,Manual,2nd Owner,2016,998 cc,7 Seats,"June 06, 2016"
4970,Volkswagen Polo 1.2 MPI Highline,3.68 Lakh,"94,167 kms",Petrol,Manual,2nd Owner,2014,1196 cc,5 Seats,"October 18, 2014"
4971,Hyundai Grand i10 1.2 Kappa Magna BSIV,4.70 Lakh,"35,708 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,"August 26, 2018"
4972,Renault Duster 110PS Diesel RxZ,3.57 Lakh,"1,23,420 kms",Diesel,Manual,1st Owner,2013,1197 cc,5 Seats,"April 01, 2013"
4973,Kia Seltos HTX Plus D,9.95 Lakh,"50,135 kms",Diesel,Manual,2nd Owner,2020,2179 cc,5 Seats,"January 04, 2020"
4974,Hyundai i10 Era,1.95 Lakh,"85,876 kms",Petrol,Manual,2nd Owner,2011,1373 cc,5 Seats,"April 23, 2011"
4975,Hyundai Xcent 1.2 Kappa SX,5.15 Lakh,"8,620 kms",Petrol,Manual,1st Owner,2017,2999 cc,5 Seats,"November 19, 2017"
4976,Maruti Wagon R LXI CNG,1.48 Lakh,"1,16,328 kms",Cng,Manual,3rd Owner,2010,998 cc,5 Seats,"December 03, 2010"
4977,Maruti Eeco 5 Seater AC BSIV,3.15 Lakh,"56,321 kms",Petrol,Manual,1st Owner,2016,1120 cc,5 Seats,"April 02, 2016"
4978,Maruti Swift Dzire VDI,3.81 Lakh,"1,60,648 kms",Diesel,Manual,1st Owner,2014,1086 cc,5 Seats,"December 01, 2014"
4979,Hyundai Grand i10 Magna,3.23 Lakh,"50,726 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats,"September 07, 2014"
4980,Mahindra XUV500 W8 2WD,4.91 Lakh,"1,27,046 kms",Diesel,Manual,2nd Owner,2013,998 cc,7 Seats,"April 05, 2013"
4981,Maruti Ertiga VXI,4.41 Lakh,"82,158 kms",Petrol,Manual,1st Owner,2015,1199 cc,5 Seats,"December 10, 2015"
4982,Isuzu MU-X 2WD,17.11 Lakh,"64,000 kms",Diesel,Automatic,1st Owner,2018,998 cc,5 Seats,"April 25, 2018"
4983,Maruti Celerio VXI CNG,4.32 Lakh,"74,776 kms",Cng,Manual,1st Owner,2020,1197 cc,5 Seats,"October 02, 2020"
4984,Hyundai Grand i10 CRDi Magna,3.42 Lakh,"1,71,065 kms",Diesel,Manual,1st Owner,2016,1582 cc,5 Seats,"April 08, 2016"
4985,Hyundai i10 Magna 1.1,2.09 Lakh,"46,400 kms",Petrol,Manual,1st Owner,2010,1198 cc,5 Seats,"October 22, 2010"
4986,Maruti Celerio ZXI AT,3.63 Lakh,"38,156 kms",Petrol,Automatic,1st Owner,2015,1493 cc,5 Seats,"November 19, 2015"
4987,Maruti Wagon R VXI BS IV,3.19 Lakh,"49,915 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats,"October 24, 2015"
4988,Chevrolet Beat LT,2.73 Lakh,"10,768 kms",Petrol,Manual,1st Owner,2015,1798 cc,5 Seats,"December 01, 2015"
4989,Maruti Wagon R LXI BS IV,2.61 Lakh,"69,843 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats,"February 14, 2014"
4990,Maruti Baleno 1.2 Delta,5.08 Lakh,"59,176 kms",Petrol,Manual,1st Owner,2017,1462 cc,5 Seats,"October 15, 2017"
4991,Hyundai Verna 1.6 SX,3.69 Lakh,"46,962 kms",Diesel,Manual,3rd Owner,2011,1497 cc,5 Seats,"December 05, 2011"
4992,Honda Amaze VX i-Vtech,3.26 Lakh,"1,25,380 kms",Petrol,Manual,1st Owner,2013,1197 cc,7 Seats,"September 05, 2013"
4993,Mahindra TUV 300 T8,5.53 Lakh,"57,616 kms",Diesel,Manual,1st Owner,2016,814 cc,5 Seats,"June 14, 2016"
4994,Maruti Swift Dzire AMT VXI,5.66 Lakh,"1,26,686 kms",Petrol,Automatic,1st Owner,2018,1197 cc,5 Seats,"November 09, 2018"
4995,Toyota Corolla Altis VL AT,7.59 Lakh,"1,25,981 kms",Petrol,Automatic,1st Owner,2014,1197 cc,5 Seats,"June 28, 2014"
4996,Hyundai i20 Sportz Petrol,2.52 Lakh,"26,786 kms",Petrol,Manual,1st Owner,2010,1197 cc,5 Seats,"December 23, 2010"
4997,Maruti Ciaz Sigma,7.72 Lakh,"35,135 kms",Petrol,Manual,1st Owner,2020,998 cc,5 Seats,"February 19, 2020"
4998,Honda City i VTEC CVT VX,6.48 Lakh,"99,163 kms",Petrol,Automatic,1st Owner,2015,1497 cc,5 Seats,"May 26, 2015"
4999,Maruti Baleno 1.2 Delta,5.08 Lakh,"48,832 kms",Petrol,Manual,1st Owner,2017,1199 cc,5 Seats,"November 15, 2017"
5000,Hyundai EON Era Plus,2.56 Lakh,"38,678 kms",Petrol,Manual,2nd Owner,2016,1298 cc,5 Seats,"August 21, 2016"
5001,Maruti Swift Dzire ZXI AT,7.91 Lakh,"5,427 kms",Petrol,Automatic,1st Owner,2022,1197 cc,5 Seats,"October 12, 2022"
5002,Toyota Etios Liva G,2.35 Lakh,"67,357 kms",Petrol,Manual,1st Owner,2011,1198 cc,5 Seats,"April 07, 2011"
5003,Hyundai i20 Magna,2.20 Lakh,"81,951 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats,"March 11, 2010"
5004,Maruti Wagon R LXI CNG,1.92 Lakh,"70,048 kms",Cng,Manual,3rd Owner,2012,1197 cc,5 Seats,"June 13, 2012"
5005,Mahindra Marazzo M4,7.46 Lakh,"1,17,512 kms",Diesel,Manual,1st Owner,2018,1794 cc,5 Seats,"December 12, 2018"
5006,Chevrolet Beat PS,1.56 Lakh,"1,13,652 kms",Petrol,Manual,3rd Owner,2013,1248 cc,5 Seats,"November 17, 2013"
5007,Maruti Swift Dzire VXi,1.84 Lakh,"1,41,719 kms",Petrol,Manual,3rd Owner,2010,1197 cc,5 Seats,"February 17, 2010"
5008,Hyundai i10 Magna,2.46 Lakh,"71,708 kms",Petrol,Manual,2nd Owner,2012,1198 cc,5 Seats,"February 22, 2012"
5009,Nissan Micra XV,2.75 Lakh,"45,000 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats,"December 15, 2010"
5010,Maruti Wagon R VXI BS IV,2.88 Lakh,"60,252 kms",Petrol,Manual,1st Owner,2014,1995 cc,5 Seats,"January 02, 2014"
5011,Hyundai Xcent 1.2 Kappa S Option,4.21 Lakh,"40,687 kms",Petrol,Manual,1st Owner,2015,1248 cc,5 Seats,"September 14, 2015"
5012,Toyota Corolla Altis 1.8 VL AT,6.12 Lakh,"25,075 kms",Petrol,Automatic,2nd Owner,2013,1373 cc,5 Seats,"October 07, 2013"
5013,Maruti Vitara Brezza VDi Option,6.31 Lakh,"1,09,863 kms",Diesel,Manual,2nd Owner,2017,998 cc,5 Seats,"March 17, 2017"
5014,Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.54 Lakh,"74,334 kms",Petrol,Manual,1st Owner,2018,796 cc,5 Seats,"February 18, 2018"
5015,Volkswagen Polo Petrol Trendline 1.2L,2.75 Lakh,"52,186 kms",Petrol,Manual,1st Owner,2012,1248 cc,5 Seats,"January 02, 2012"
5016,Maruti Alto K10 LXI,1.38 Lakh,"49,977 kms",Petrol,Manual,2nd Owner,2010,1197 cc,5 Seats,"November 06, 2010"
5017,BMW X3 xDrive20d,17.50 Lakh,"91,000 kms",Diesel,Automatic,2nd Owner,2012,999 cc,5 Seats,"May 13, 2012"
5018,Maruti Ciaz VDi Plus SHVS,5.44 Lakh,"1,24,860 kms",Diesel,Manual,1st Owner,2016,1461 cc,5 Seats,"May 02, 2016"
5019,Maruti Ciaz 1.4 S,6.47 Lakh,"42,681 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,"July 10, 2017"
5020,Maruti Celerio X ZXI BSIV,4.46 Lakh,"22,532 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats,"May 14, 2019"
5021,Toyota Etios GD SP,2.73 Lakh,"2,12,367 kms",Diesel,Manual,1st Owner,2012,1799 cc,4 Seats,"June 06, 2012"
5022,Maruti Alto 800 LXI,2.67 Lakh,"73,505 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,"June 06, 2017"
5023,Maruti Swift VDI BSIV,4.19 Lakh,"1,46,256 kms",Diesel,Manual,1st Owner,2016,1497 cc,5 Seats,"June 17, 2016"
5024,Hyundai i20 1.2 Magna Opt,2.93 Lakh,"33,865 kms",Petrol,Manual,1st Owner,2012,1248 cc,5 Seats,"June 15, 2012"
5025,Skoda Slavia 1.0 TSI Ambition AT,12.95 Lakh,"6,090 kms",Petrol,Automatic,1st Owner,2022,1197 cc,5 Seats,"December 27, 2022"
5026,Renault Duster 85PS Diesel RxL Optional,4.83 Lakh,"45,691 kms",Diesel,Manual,1st Owner,2014,1991 cc,6 Seats,"February 10, 2014"
5027,Hyundai Santro Sportz,5.07 Lakh,"12,471 kms",Petrol,Manual,1st Owner,2021,1799 cc,5 Seats,"April 22, 2021"
5028,Hyundai i10 Sportz 1.1L,3.29 Lakh,"56,379 kms",Petrol,Manual,2nd Owner,2015,1199 cc,5 Seats,"July 10, 2015"
5029,Honda Civic 1.8 S MT,2.47 Lakh,"98,446 kms",Petrol,Manual,3rd Owner,2011,1364 cc,5 Seats,"June 06, 2011"
5030,Maruti Swift AMT ZXI,5.86 Lakh,"55,519 kms",Petrol,Automatic,1st Owner,2018,1198 cc,5 Seats,"January 02, 2018"
5031,Honda City GXi,1.74 Lakh,"1,12,886 kms",Petrol,Manual,1st Owner,2008,1956 cc,5 Seats,"November 19, 2008"
5032,Maruti SX4 S Cross Zeta DDiS 200 SH,7.24 Lakh,"79,989 kms",Diesel,Manual,1st Owner,2018,1497 cc,5 Seats,"July 01, 2018"
5033,Hyundai Grand i10 AT Asta,5.25 Lakh,"46,000 kms",Petrol,Automatic,1st Owner,2016,1197 cc,5 Seats,"August 26, 2016"
5034,Chevrolet Cruze LTZ AT,4.50 Lakh,"84,000 kms",Diesel,Automatic,2nd Owner,2012,1086 cc,5 Seats,"August 27, 2012"
5035,Honda Civic 1.8 S MT,3.34 Lakh,"45,423 kms",Petrol,Manual,1st Owner,2011,1451 cc,5 Seats,"May 26, 2011"
5036,Tata Nexon XM S,8.84 Lakh,"4,531 kms",Petrol,Manual,1st Owner,2022,1198 cc,7 Seats,"February 20, 2022"
5037,Toyota Etios GD SP,3.84 Lakh,"1,65,260 kms",Diesel,Manual,1st Owner,2014,796 cc,5 Seats,"September 14, 2014"
5038,Datsun GO T BSIV,2.87 Lakh,"34,729 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,"October 03, 2017"
5039,MG Hector Plus Sharp Diesel MT,15.30 Lakh,"58,493 kms",Diesel,Manual,1st Owner,2020,1248 cc,5 Seats,"November 17, 2020"
5040,Mahindra XUV300 W8 Option Dual Tone Diesel,8.04 Lakh,"40,536 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats,"November 13, 2021"
5041,Maruti Baleno Zeta,6.12 Lakh,"57,936 kms",Petrol,Manual,1st Owner,2020,2179 cc,5 Seats,"April 02, 2020"
5042,Hyundai i10 Magna 1.1L,2.06 Lakh,"83,061 kms",Petrol,Manual,3rd Owner,2012,1061 cc,5 Seats,"December 04, 2012"
5043,MG Hector Sharp DCT,16.15 Lakh,"31,752 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats,"April 25, 2019"
5044,Volkswagen Polo Petrol Trendline 1.2L,2.25 Lakh,"82,770 kms",Petrol,Manual,3rd Owner,2011,1197 cc,5 Seats,"October 07, 2011"
5045,Maruti Alto 800 LXI,1.88 Lakh,"71,596 kms",Petrol,Manual,3rd Owner,2015,1197 cc,5 Seats,"December 04, 2015"
5046,Hyundai Santro Sportz AMT,5.44 Lakh,"5,273 kms",Petrol,Automatic,1st Owner,2022,1086 cc,5 Seats,"April 08, 2022"
5047,Maruti Swift Dzire LDI,3.35 Lakh,"72,134 kms",Diesel,Manual,1st Owner,2014,814 cc,5 Seats,"November 15, 2014"
5048,Maruti Baleno 1.2 Zeta,5.71 Lakh,"33,835 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,"June 13, 2018"
5049,Mahindra XUV500 W6 2WD,8.77 Lakh,"42,355 kms",Diesel,Manual,1st Owner,2017,1120 cc,5 Seats,"February 26, 2017"
5050,Maruti Wagon R LXI Minor,"82,642","1,66,155 kms",Petrol,Manual,2nd Owner,2008,1461 cc,5 Seats,"January 17, 2008"
5051,Maruti Celerio ZXI MT BSIV,4.61 Lakh,"5,246 kms",Petrol,Manual,1st Owner,2019,799 cc,5 Seats,"September 01, 2019"
5052,Maruti Swift Dzire ZXI 1.2,6.27 Lakh,"7,376 kms",Petrol,Manual,1st Owner,2018,1998 cc,5 Seats,"September 14, 2018"
5053,Maruti Swift VXI,4.94 Lakh,"62,195 kms",Petrol,Manual,1st Owner,2018,3598 cc,5 Seats,"March 25, 2018"
5054,Hyundai Santro Xing GL,1 Lakh,"84,173 kms",Petrol,Manual,3rd Owner,2008,1582 cc,5 Seats,"November 04, 2008"
5055,Hyundai EON Era Plus,2.69 Lakh,"56,016 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,"February 15, 2016"
5056,Tata Manza Aura (ABS) Quadrajet,1.43 Lakh,"1,03,659 kms",Diesel,Manual,1st Owner,2010,1197 cc,5 Seats,"April 09, 2010"
5057,Hyundai Grand i10 CRDi Magna,3.85 Lakh,"73,000 kms",Diesel,Manual,2nd Owner,2014,1248 cc,5 Seats,"July 16, 2014"
5058,Renault Duster 85PS Diesel RxL,4.50 Lakh,"42,900 kms",Diesel,Manual,3rd Owner,2014,1199 cc,7 Seats,"July 09, 2014"
5059,Datsun RediGO T Option,2.50 Lakh,"84,000 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,"April 26, 2016"
5060,Chevrolet Cruze LTZ,4.90 Lakh,"56,000 kms",Diesel,Manual,2nd Owner,2013,1047 cc,5 Seats,"March 20, 2013"
5061,Volkswagen Touareg 3.6 V6 FSI,10 Lakh,"92,000 kms",Petrol,Automatic,2nd Owner,2007,998 cc,5 Seats,"June 02, 2007"
5062,Hyundai Creta 1.6 CRDi AT SX Plus,9.50 Lakh,"79,000 kms",Diesel,Automatic,1st Owner,2016,1197 cc,5 Seats,"January 14, 2016"
5063,Maruti Baleno 1.2 Delta,5.08 Lakh,"59,407 kms",Petrol,Manual,1st Owner,2017,1498 cc,5 Seats,"October 25, 2017"
5064,Maruti Swift Dzire 1.2 Vxi BSIV,2.49 Lakh,"57,756 kms",Petrol,Manual,1st Owner,2010,1461 cc,5 Seats,"May 13, 2010"
5065,Fiat Linea Emotion Pack (Diesel),1.66 Lakh,"1,40,148 kms",Diesel,Manual,1st Owner,2010,1197 cc,5 Seats,"June 17, 2010"
5066,Tata Altroz XM plus,6.84 Lakh,"3,730 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats,"June 23, 2021"
5067,Maruti Swift ZXI BSIV,3.64 Lakh,"98,890 kms",Petrol,Manual,2nd Owner,2015,2143 cc,5 Seats,"November 26, 2015"
5068,Tata Tigor 1.05 Revotorq XZ Option,4.08 Lakh,"1,34,156 kms",Diesel,Manual,1st Owner,2017,2143 cc,7 Seats,"September 22, 2017"
5069,Maruti Alto K10 VXI,3.09 Lakh,"49,446 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats,"July 22, 2017"
5070,Maruti Swift Dzire 1.2 Lxi BSIV,1.91 Lakh,"1,46,510 kms",Petrol,Manual,3rd Owner,2011,1396 cc,5 Seats,"May 26, 2011"
5071,Honda Mobilio S i-DTEC,3.93 Lakh,"81,355 kms",Diesel,Manual,3rd Owner,2014,998 cc,5 Seats,"May 25, 2014"
5072,Renault Duster 110PS Diesel RxL,3.50 Lakh,"1,00,298 kms",Diesel,Manual,2nd Owner,2013,1462 cc,5 Seats,"April 07, 2013"
5073,Maruti Swift Dzire ZXI Plus,6.84 Lakh,"60,892 kms",Petrol,Manual,1st Owner,2018,2179 cc,5 Seats,"July 22, 2018"
5074,Maruti Alto K10 VXI,2.69 Lakh,"48,603 kms",Petrol,Manual,1st Owner,2015,1197 cc,5 Seats,"September 19, 2015"
5075,Mercedes-Benz GLC Progressive 220d,32.19 Lakh,"95,472 kms",Diesel,Automatic,1st Owner,2018,1197 cc,5 Seats,"September 15, 2018"
5076,Mercedes-Benz E-Class E250 CDI Blue Efficiency,17.75 Lakh,"63,000 kms",Diesel,Automatic,2nd Owner,2011,1197 cc,5 Seats,"October 20, 2011"
5077,Maruti Alto 800 LXI,3.25 Lakh,"44,000 kms",Petrol,Manual,1st Owner,2016,1172 cc,5 Seats,"April 10, 2016"
5078,Hyundai i20 1.4 CRDi Magna,3.90 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2012,998 cc,5 Seats,"August 17, 2012"
5079,Maruti Celerio LXI,2.59 Lakh,"18,674 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats,"May 25, 2014"
5080,Maruti Ciaz Alpha,9.98 Lakh,"11,689 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats,"October 21, 2021"
5081,Mahindra Scorpio S11 BSIV,10.61 Lakh,"55,187 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,"January 05, 2017"
5082,Maruti Baleno 1.2 Zeta,5.57 Lakh,"59,089 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,"October 06, 2017"
5083,Hyundai i10 Sportz 1.2,1.81 Lakh,"86,517 kms",Petrol,Manual,2nd Owner,2010,1199 cc,5 Seats,"August 09, 2010"
