No,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,Manufacture Date
3114,Maruti Alto LXi,1.61 Lakh,"80,000 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats,"June 05, 2012"
3115,Maruti Swift Ldi BSIII,2 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2010,796 cc,5 Seats,"August 05, 2010"
3116,Tata Indica eV2 eL,"75,000","90,000 kms",Diesel,Manual,2nd Owner,2011,1991 cc,7 Seats,"October 07, 2011"
3117,Porsche Cayenne Diesel Platinum Edition,58 Lakh,"50,000 kms",Diesel,Automatic,1st Owner,2016,1499 cc,5 Seats,"September 23, 2016"
3118,Maruti Swift VDI,3 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2013,1396 cc,5 Seats,"December 09, 2013"
3119,Hyundai i20 1.2 Magna,2 Lakh,"1,20,000 kms",Petrol,Manual,2nd Owner,2011,2179 cc,5 Seats,"July 01, 2011"
3120,Maruti Omni MPI STD BSIV,2.50 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2018,1997 cc,5 Seats,"July 18, 2018"
3121,Mercedes-Benz E-Class Exclusive E 200,67 Lakh,"8,900 kms",Petrol,Automatic,1st Owner,2021,1298 cc,5 Seats,"March 21, 2021"
3122,Ford Aspire Titanium Plus Diesel,8.50 Lakh,"15,000 kms",Diesel,Manual,1st Owner,2021,1197 cc,7 Seats,"October 08, 2021"
3123,Hyundai i20 Active 1.4 SX,4.50 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2015,796 cc,5 Seats,"August 25, 2015"
3124,Mahindra XUV500 W6 2WD,7 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2014,1950 cc,5 Seats,"December 19, 2014"
3125,Land Rover Range Rover Sport 2.0 Petrol HSE,1.14 Crore,"19,500 kms",Petrol,Automatic,1st Owner,2020,2609 cc,7 Seats,"September 07, 2020"
3126,Maruti Swift Dzire VXi,3 Lakh,"85,000 kms",Petrol,Manual,1st Owner,2009,1248 cc,5 Seats,"March 01, 2009"
3127,Maruti Swift VXI 2018,5.45 Lakh,"43,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,"November 03, 2019"
3128,Maruti Alto LX,1 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2010,4461 cc,8 Seats,"January 17, 2010"
3129,Mercedes-Benz C-Class Progressive C 200,42.50 Lakh,"28,000 kms",Petrol,Automatic,1st Owner,2019,796 cc,5 Seats,"November 22, 2019"
3130,Mahindra Scorpio 2.6 CRDe SLE,3.10 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2009,1199 cc,5 Seats,"January 15, 2009"
3131,Maruti Swift VDI BSIV,1.70 Lakh,"1,28,000 kms",Diesel,Manual,4th Owner,2008,2179 cc,5 Seats,"November 15, 2008"
3132,Maruti Vitara Brezza ZDi Plus,6.95 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2017,1998 cc,5 Seats,"November 05, 2017"
3133,Toyota Land Cruiser VX,1.69 Crore,"27,000 kms",Diesel,Automatic,1st Owner,2019,1199 cc,4 Seats,"November 27, 2019"
3134,Maruti Alto 800 LXI,2.50 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2017,1198 cc,5 Seats,"December 02, 2017"
3135,Tata Tiago 1.2 Revotron XZ,4.54 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2019,1120 cc,5 Seats,"December 22, 2019"
3136,Mahindra Scorpio 2.6 SLX CRDe,1.10 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2006,1998 cc,5 Seats,"June 25, 2006"
3137,BMW X1 sDrive20i xLine,40 Lakh,"10,000 kms",Petrol,Automatic,1st Owner,2021,1493 cc,5 Seats,"November 09, 2021"
3138,Tata Altroz XM plus,7 Lakh,"30,000 kms",Petrol,Manual,1st Owner,2021,1248 cc,5 Seats,"May 12, 2021"
3139,Datsun GO A,2.70 Lakh,"1,10,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,5 Seats,"September 24, 2017"
3140,Hyundai Xcent 1.1 CRDi S,2.90 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2014,2400 cc,5 Seats,"December 14, 2014"
3141,Mini 3 DOOR John Cooper Works 2019-2020,34.50 Lakh,"40,000 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,7 Seats,"August 22, 2017"
3142,Hyundai Venue SX Opt Diesel,9.50 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2020,1197 cc,5 Seats,"November 01, 2020"
3143,Maruti Vitara Brezza ZDi Plus,7 Lakh,"80,000 kms",Diesel,Manual,3rd Owner,2017,1197 cc,5 Seats,"June 28, 2017"
3144,Maruti Alto LXi,1.20 Lakh,"1,10,000 kms",Petrol,Manual,2nd Owner,2009,1999 cc,5 Seats,"November 22, 2009"
3145,Volvo XC60 D5 Inscription,54.50 Lakh,"34,000 kms",Diesel,Automatic,1st Owner,2019,1299 cc,5 Seats,"July 07, 2019"
3146,Maruti Swift Dzire VXI,6.50 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats,"August 15, 2021"
3147,Toyota Etios Cross 1.2L G,5.50 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats,"May 27, 2019"
3148,Hyundai Grand i10 Sportz,4 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,"August 06, 2017"
3149,Land Rover Discovery Sport TD4 HSE 7S,48.75 Lakh,"38,000 kms",Diesel,Automatic,1st Owner,2020,999 cc,5 Seats,"December 10, 2020"
3150,Ford Ikon 1.3 Flair,"50,000","45,000 kms",Petrol,Manual,2nd Owner,2007,998 cc,5 Seats,"June 13, 2007"
3151,Maruti Wagon R LXI,"75,000","1,20,000 kms",Petrol,Manual,1st Owner,2005,1248 cc,5 Seats,"November 15, 2005"
3152,Hyundai Santro Xing GL,1.05 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2010,2925 cc,5 Seats,"October 03, 2010"
3153,Hyundai i10 Sportz 1.1L,1.80 Lakh,"1,11,408 kms",Petrol,Manual,1st Owner,2011,814 cc,5 Seats,"February 14, 2011"
3154,Ford Ecosport 1.0 Ecoboost Titanium,3.13 Lakh,"70,000 kms",Petrol,Manual,2nd Owner,2013,796 cc,5 Seats,"May 27, 2013"
3155,Maruti Celerio VXI,2.05 Lakh,"80,000 kms",Petrol,Manual,3rd Owner,2015,999 cc,7 Seats,"August 01, 2015"
3156,Maruti Vitara Brezza ZDi Plus Dual Tone,6.80 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,"June 27, 2017"
3157,Mercedes-Benz S-Class S 350d,1.77 Crore,"1,400 kms",Diesel,Automatic,1st Owner,2022,1493 cc,5 Seats,"April 18, 2022"
3158,Hyundai EON Magna Plus,1.95 Lakh,"60,000 kms",Petrol,Manual,2nd Owner,2014,1462 cc,7 Seats,"May 12, 2014"
3159,Maruti Alto LXi BSIII,"80,000","80,000 kms",Petrol,Manual,4th Owner,2008,1196 cc,5 Seats,"October 27, 2008"
3160,Renault KWID Climber 1.0 AMT,3 Lakh,"15,000 kms",Petrol,Automatic,1st Owner,2019,1396 cc,5 Seats,"June 04, 2019"
3161,Hyundai Xcent 1.2 VTVT S,4.65 Lakh,"90,000 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats,"May 17, 2019"
3162,Hyundai Creta E Diesel,10.85 Lakh,"56,040 kms",Diesel,Manual,1st Owner,2020,1086 cc,5 Seats,"December 03, 2020"
3163,Maruti Ertiga VXI,8.49 Lakh,"69,305 kms",Petrol,Manual,1st Owner,2021,1248 cc,7 Seats,"March 07, 2021"
3164,Ford Figo Petrol Titanium,2.35 Lakh,"66,974 kms",Petrol,Manual,3rd Owner,2014,1396 cc,5 Seats,"August 13, 2014"
3165,Tata Indigo LX BSIV,1.40 Lakh,"2,27,904 kms",Diesel,Manual,1st Owner,2014,796 cc,7 Seats,"August 06, 2014"
3166,Mahindra Scorpio S11,17.11 Lakh,"40,670 kms",Diesel,Manual,1st Owner,2021,2179 cc,5 Seats,"June 14, 2021"
3167,Hyundai Santro Magna,4.36 Lakh,"17,535 kms",Petrol,Manual,1st Owner,2020,1248 cc,5 Seats,"February 11, 2020"
3168,Maruti SX4 S Cross Zeta DDiS 200 SH,7.50 Lakh,"80,243 kms",Diesel,Manual,2nd Owner,2018,2982 cc,5 Seats,"May 12, 2018"
3169,Tata Indigo VX BSIV,2.02 Lakh,"61,549 kms",Diesel,Manual,1st Owner,2014,1198 cc,5 Seats,"April 16, 2014"
3170,Maruti Alto 800 LXI,1.70 Lakh,"89,345 kms",Petrol,Manual,2nd Owner,2014,1198 cc,5 Seats,"November 08, 2014"
3171,Mahindra Scorpio S9 BSIV,13.03 Lakh,"95,790 kms",Diesel,Manual,1st Owner,2019,1799 cc,8 Seats,"February 04, 2019"
3172,Maruti Swift VDI BSIV,4.25 Lakh,"77,173 kms",Diesel,Manual,1st Owner,2015,1198 cc,5 Seats,"September 17, 2015"
3173,Toyota Fortuner 4x4 MT,11.75 Lakh,"1,69,917 kms",Diesel,Manual,2nd Owner,2013,1086 cc,5 Seats,"March 18, 2013"
3174,Honda Brio VX,3.37 Lakh,"46,224 kms",Petrol,Manual,1st Owner,2015,2494 cc,5 Seats,"January 08, 2015"
3175,Nissan Micra Active XV,3.96 Lakh,"23,947 kms",Petrol,Manual,1st Owner,2017,1197 cc,5 Seats,"September 20, 2017"
3176,Honda Civic 1.8 V MT,1.80 Lakh,"50,546 kms",Petrol,Manual,2nd Owner,2008,1172 cc,5 Seats,"October 11, 2008"
3177,Honda Amaze S i-Vtech,3.20 Lakh,"61,229 kms",Petrol,Manual,1st Owner,2015,999 cc,5 Seats,"August 19, 2015"
3178,Hyundai i10 Magna LPG,1.76 Lakh,"85,122 kms",Lpg,Manual,3rd Owner,2011,1120 cc,5 Seats,"April 05, 2011"
3179,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.18 Lakh,"46,286 kms",Diesel,Manual,1st Owner,2014,814 cc,5 Seats,"January 09, 2014"
3180,Maruti Baleno Sigma,5.87 Lakh,"8,110 kms",Petrol,Manual,1st Owner,2020,1086 cc,5 Seats,"March 10, 2020"
3181,Fiat Grande Punto EVO 1.2 Active,2.18 Lakh,"64,712 kms",Petrol,Manual,2nd Owner,2015,998 cc,5 Seats,"August 06, 2015"
3182,Renault KWID Climber 1.0 AMT,2.97 Lakh,"52,698 kms",Petrol,Automatic,1st Owner,2017,799 cc,5 Seats,"April 22, 2017"
3183,Hyundai Grand i10 CRDi Sportz,2.90 Lakh,"1,20,797 kms",Diesel,Manual,2nd Owner,2016,1462 cc,5 Seats,"August 12, 2016"
3184,Hyundai EON Era Plus Option,2.68 Lakh,"39,109 kms",Petrol,Manual,1st Owner,2017,796 cc,7 Seats,"January 15, 2017"
3185,Hyundai i10 Era 1.1,1.49 Lakh,"21,046 kms",Petrol,Manual,1st Owner,2009,1364 cc,5 Seats,"August 01, 2009"
3186,Maruti Wagon R VXI BS IV,2.63 Lakh,"34,794 kms",Petrol,Manual,1st Owner,2014,1498 cc,5 Seats,"March 08, 2014"
3187,Renault KWID RXT Optional,3.05 Lakh,"33,614 kms",Petrol,Manual,1st Owner,2018,2179 cc,7 Seats,"February 10, 2018"
3188,Maruti Ciaz Zeta,9.50 Lakh,"9,630 kms",Petrol,Manual,1st Owner,2022,1248 cc,5 Seats,"January 23, 2022"
3189,Maruti Alto LXi,1.10 Lakh,"72,153 kms",Petrol,Manual,3rd Owner,2011,1956 cc,5 Seats,"January 05, 2011"
3190,Toyota Platinum Etios 1.4 GD,5.65 Lakh,"78,172 kms",Diesel,Manual,1st Owner,2019,1462 cc,5 Seats,"June 09, 2019"
3191,Honda City i-DTEC V,7.92 Lakh,"64,313 kms",Diesel,Manual,1st Owner,2018,1364 cc,5 Seats,"October 22, 2018"
3192,Mahindra XUV500 W11 BSIV,15.62 Lakh,"74,787 kms",Diesel,Manual,1st Owner,2020,1248 cc,5 Seats,"October 08, 2020"
3193,Maruti Swift Dzire ZDI Plus,6.71 Lakh,"92,045 kms",Diesel,Manual,1st Owner,2019,998 cc,5 Seats,"July 24, 2019"
3194,Jeep Compass 2.0 Limited,12.03 Lakh,"48,259 kms",Diesel,Manual,3rd Owner,2018,814 cc,4 Seats,"May 02, 2018"
3195,Maruti Ertiga VXI Petrol,7.41 Lakh,"21,197 kms",Petrol,Manual,1st Owner,2019,1497 cc,7 Seats,"March 09, 2019"
3196,Toyota Etios VD,3.40 Lakh,"13,814 kms",Diesel,Manual,1st Owner,2012,1451 cc,5 Seats,"February 20, 2012"
3197,Maruti Baleno 1.3 Delta,4.54 Lakh,"85,890 kms",Diesel,Manual,1st Owner,2015,624 cc,5 Seats,"December 25, 2015"
3198,Maruti Wagon R LXI BS IV,1.33 Lakh,"1,01,935 kms",Petrol,Manual,1st Owner,2010,999 cc,5 Seats,"April 02, 2010"
3199,Hyundai EON Era Plus,2.83 Lakh,"26,012 kms",Petrol,Manual,1st Owner,2018,1497 cc,7 Seats,"August 27, 2018"
3200,Honda City V MT,3.13 Lakh,"1,17,699 kms",Petrol,Manual,2nd Owner,2012,1197 cc,7 Seats,"February 18, 2012"
3201,MG Hector Hybrid Sharp MT,18.07 Lakh,"31,437 kms",Petrol,Manual,2nd Owner,2021,999 cc,7 Seats,"July 14, 2021"
3202,Tata Nano Twist XTA,1.44 Lakh,"14,458 kms",Petrol,Automatic,1st Owner,2015,2494 cc,5 Seats,"March 27, 2015"
3203,Renault Triber RXL BSIV,5.02 Lakh,"55,744 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats,"July 12, 2019"
3204,Honda City i VTEC SV,5.45 Lakh,"10,411 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats,"June 03, 2015"
3205,Maruti Swift Dzire VXI 1.2,6.11 Lakh,"43,627 kms",Petrol,Manual,1st Owner,2019,1197 cc,7 Seats,"October 20, 2019"
3206,Renault KWID 1.0 RXT Optional AT 2016-2019,2.35 Lakh,"31,306 kms",Petrol,Automatic,1st Owner,2017,1995 cc,5 Seats,"August 10, 2017"
3207,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,6.53 Lakh,"3,08,768 kms",Diesel,Manual,2nd Owner,2015,1197 cc,5 Seats,"March 27, 2015"
3208,Mahindra XUV500 W7 AT BSIV,12.35 Lakh,"55,209 kms",Diesel,Automatic,1st Owner,2018,1462 cc,5 Seats,"August 09, 2018"
3209,Datsun GO Plus T BSIV,3.04 Lakh,"18,732 kms",Petrol,Manual,1st Owner,2017,1198 cc,5 Seats,"November 06, 2017"
3210,Hyundai Grand i10 Nios Sportz CNG,7.41 Lakh,"30,273 kms",Cng,Manual,1st Owner,2021,1197 cc,5 Seats,"October 22, 2021"
3211,BMW X4 M Sport X xDrive20d,56.50 Lakh,"29,000 kms",Diesel,Automatic,1st Owner,2019,1591 cc,5 Seats,"March 11, 2019"
3212,Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.62 Lakh,"47,841 kms",Petrol,Manual,1st Owner,2018,1248 cc,5 Seats,"December 16, 2018"
3213,Maruti Ertiga VXI,8.49 Lakh,"3,707 kms",Petrol,Manual,1st Owner,2020,999 cc,5 Seats,"July 06, 2020"
3214,Honda Amaze S i-Vtech,3.79 Lakh,"1,04,596 kms",Petrol,Manual,1st Owner,2016,1248 cc,7 Seats,"July 08, 2016"
3215,Hyundai i10 Sportz,2.63 Lakh,"60,162 kms",Petrol,Manual,1st Owner,2013,799 cc,5 Seats,"September 16, 2013"
3216,Hyundai Creta 1.6 Gamma SX Plus,7.80 Lakh,"72,434 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats,"July 26, 2015"
3217,Maruti Swift VDI,2.70 Lakh,"96,906 kms",Diesel,Manual,3rd Owner,2012,2755 cc,5 Seats,"October 28, 2012"
3218,Renault KWID 1.0 RXT AMT Opt,4.45 Lakh,"4,603 kms",Petrol,Automatic,1st Owner,2020,1497 cc,5 Seats,"January 13, 2020"
3219,Maruti Swift VDI BSIV,3.70 Lakh,"63,740 kms",Diesel,Manual,2nd Owner,2014,1396 cc,5 Seats,"February 02, 2014"
3220,Renault KWID RXT,2.49 Lakh,"53,827 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,"November 01, 2016"
3221,Kia Sonet HTX Turbo iMT,10.37 Lakh,"13,997 kms",Petrol,Manual,1st Owner,2021,1299 cc,7 Seats,"March 18, 2021"
3222,Toyota Fortuner 2.8 2WD MT BSIV,19.80 Lakh,"1,20,949 kms",Diesel,Manual,2nd Owner,2017,1248 cc,5 Seats,"January 21, 2017"
3223,Honda City i VTEC V,6.44 Lakh,"42,189 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,"July 15, 2017"
3224,Hyundai i20 1.4 CRDi Sportz,2.83 Lakh,"34,341 kms",Diesel,Manual,1st Owner,2012,1493 cc,6 Seats,"September 26, 2012"
3225,Hyundai Grand i10 Nios Sportz,6.59 Lakh,"18,881 kms",Petrol,Manual,1st Owner,2020,993 cc,5 Seats,"May 03, 2020"
3226,Ford Ikon 1.3 CLXi,"72,494","1,27,335 kms",Petrol,Manual,2nd Owner,2009,1248 cc,5 Seats,"February 22, 2009"
3227,Maruti Vitara Brezza VDi,7.50 Lakh,"26,201 kms",Diesel,Manual,1st Owner,2019,1462 cc,7 Seats,"March 27, 2019"
3228,Hyundai i10 Sportz 1.1L,2.48 Lakh,"1,07,263 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats,"June 25, 2014"
3229,Mahindra Bolero Power Plus SLX,6.13 Lakh,"58,245 kms",Diesel,Manual,1st Owner,2017,1499 cc,7 Seats,"October 23, 2017"
3230,Maruti Zen LXI,"50,718","1,42,740 kms",Petrol,Manual,2nd Owner,2006,2755 cc,5 Seats,"November 24, 2006"
3231,Maruti Swift VDI BSIV,4.25 Lakh,"51,755 kms",Diesel,Manual,1st Owner,2015,1193 cc,7 Seats,"June 20, 2015"
3232,Maruti XL6 Zeta,9.54 Lakh,"84,284 kms",Petrol,Manual,1st Owner,2020,2179 cc,5 Seats,"March 21, 2020"
3233,Maruti Wagon R LXI BS IV,2.76 Lakh,"94,087 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats,"December 07, 2015"
3234,Ford Fiesta Petrol Titanium,2.78 Lakh,"56,292 kms",Petrol,Manual,1st Owner,2011,2393 cc,5 Seats,"June 25, 2011"
3235,Toyota Fortuner 2.8 2WD MT,29.32 Lakh,"91,604 kms",Diesel,Manual,2nd Owner,2020,2179 cc,5 Seats,"February 05, 2020"
3236,Tata Zest Revotron 1.2 XT,2.66 Lakh,"56,290 kms",Petrol,Manual,1st Owner,2015,1248 cc,5 Seats,"July 26, 2015"
3237,Mahindra XUV500 W8 2WD,6.01 Lakh,"41,086 kms",Diesel,Manual,4th Owner,2015,1364 cc,7 Seats,"September 23, 2015"
3238,Maruti Alto K10 VXI,2.60 Lakh,"38,137 kms",Petrol,Manual,1st Owner,2016,1197 cc,5 Seats,"January 17, 2016"
3239,Toyota Innova Crysta 2.4 GX 7 STR AT,22.16 Lakh,"11,724 kms",Diesel,Automatic,1st Owner,2022,1120 cc,5 Seats,"March 22, 2022"
3240,Tata Safari Storme LX,5.29 Lakh,"1,11,023 kms",Diesel,Manual,4th Owner,2016,2198 cc,5 Seats,"October 13, 2016"
3241,Chevrolet Sail Hatchback LS ABS,2.54 Lakh,"63,936 kms",Diesel,Manual,1st Owner,2013,1461 cc,5 Seats,"March 23, 2013"
3242,Toyota Etios GD,2.96 Lakh,"2,29,289 kms",Diesel,Manual,1st Owner,2013,1497 cc,5 Seats,"June 12, 2013"
3243,Hyundai i20 1.2 Asta,5.63 Lakh,"21,292 kms",Petrol,Manual,1st Owner,2017,1396 cc,5 Seats,"February 09, 2017"
3244,Hyundai Grand i10 CRDi Magna,3.48 Lakh,"99,561 kms",Diesel,Manual,1st Owner,2016,1193 cc,5 Seats,"April 18, 2016"
3245,Ford Endeavour 2.2 Trend AT 4X2,13.38 Lakh,"1,03,066 kms",Diesel,Automatic,2nd Owner,2016,998 cc,5 Seats,"May 25, 2016"
3246,Renault Duster 110PS Diesel RxL,3.62 Lakh,"1,02,141 kms",Diesel,Manual,2nd Owner,2014,1498 cc,5 Seats,"April 27, 2014"
3247,Ford Ecosport 1.5 Petrol Titanium BSIV,6.35 Lakh,"49,320 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats,"October 07, 2017"
3248,Tata Indigo LX BSIV,1.72 Lakh,"43,239 kms",Diesel,Manual,1st Owner,2015,1497 cc,5 Seats,"September 14, 2015"
3249,Tata Indigo Emax CNG GLS,2.47 Lakh,"1,12,051 kms",Cng,Manual,1st Owner,2017,1199 cc,5 Seats,"June 25, 2017"
3250,Maruti Celerio ZXI AMT BSIV,3.46 Lakh,"7,999 kms",Petrol,Automatic,2nd Owner,2017,5461 cc,4 Seats,"September 27, 2017"
3251,Ford Ecosport 1.5 DV5 MT Trend,3.81 Lakh,"86,269 kms",Diesel,Manual,1st Owner,2013,1197 cc,5 Seats,"October 07, 2013"
3252,Maruti Alto LXi BSIII,1.20 Lakh,"15,166 kms",Petrol,Manual,1st Owner,2010,3996 cc,5 Seats,"May 16, 2010"
3253,Tata Tigor EV XM,6.31 Lakh,"25,882 kms",Electric,Automatic,1st Owner,2019,1582 cc,5 Seats,"October 08, 2019"
3254,Honda City 1.5 S AT,2.69 Lakh,"57,209 kms",Petrol,Automatic,1st Owner,2009,1950 cc,5 Seats,"March 19, 2009"
3255,Volkswagen CrossPolo 1.2 TDI,3.38 Lakh,"94,848 kms",Diesel,Manual,3rd Owner,2013,1061 cc,5 Seats,"December 13, 2013"
3256,Mercedes-Benz G G63 AMG,1.52 Crore,"47,000 kms",Petrol,Automatic,2nd Owner,2017,1950 cc,5 Seats,"April 09, 2017"
3257,Hyundai Xcent 1.2 VTVT S,4.79 Lakh,"9,669 kms",Petrol,Manual,1st Owner,2018,1956 cc,5 Seats,"June 27, 2018"
3258,Porsche Panamera GTS,1.75 Crore,"10,000 kms",Petrol,Automatic,1st Owner,2019,1061 cc,5 Seats,"December 13, 2019"
3259,Hyundai Verna 1.6 SX,4.11 Lakh,"1,11,246 kms",Diesel,Manual,3rd Owner,2014,1991 cc,5 Seats,"February 22, 2014"
3260,Mercedes-Benz E-Class Exclusive E 220 d BSIV,44 Lakh,"44,000 kms",Diesel,Automatic,1st Owner,2017,1396 cc,7 Seats,"June 18, 2017"
3261,Maruti Wagon R VXI Minor,1.43 Lakh,"55,118 kms",Petrol,Manual,1st Owner,2010,1197 cc,5 Seats,"February 06, 2010"
3262,Mercedes-Benz E-Class Exclusive E 220 d BSIV,43.50 Lakh,"39,000 kms",Diesel,Automatic,1st Owner,2017,2393 cc,5 Seats,"December 21, 2017"
3263,Tata Harrier XT plus Dark Edition,11.91 Lakh,"1,28,924 kms",Diesel,Manual,1st Owner,2021,1197 cc,5 Seats,"May 26, 2021"
3264,Maruti Wagon R LX Minor,1.06 Lakh,"55,842 kms",Petrol,Manual,1st Owner,2010,998 cc,5 Seats,"November 03, 2010"
3265,Mercedes-Benz GLC 200,56.50 Lakh,"32,000 kms",Petrol,Automatic,1st Owner,2020,1582 cc,5 Seats,"October 22, 2020"
3266,Hyundai i20 1.4 CRDi Asta,2.85 Lakh,"96,732 kms",Diesel,Manual,1st Owner,2012,1493 cc,5 Seats,"December 27, 2012"
3267,Hyundai Grand i10 Asta,3.33 Lakh,"38,370 kms",Petrol,Manual,1st Owner,2014,1248 cc,5 Seats,"January 02, 2014"
3268,Toyota Innova Crysta 2.4 G MT BSIV,9.06 Lakh,"1,26,401 kms",Diesel,Manual,2nd Owner,2017,998 cc,5 Seats,"August 10, 2017"
3269,Hyundai i20 Active 1.2 S,5.14 Lakh,"44,357 kms",Petrol,Manual,2nd Owner,2017,1197 cc,7 Seats,"August 10, 2017"
3270,Maruti Wagon R LXI BS IV,2.23 Lakh,"60,545 kms",Petrol,Manual,1st Owner,2013,1120 cc,5 Seats,"February 21, 2013"
3271,Hyundai Verna 1.6 SX,3.17 Lakh,"1,32,004 kms",Diesel,Manual,3rd Owner,2012,2179 cc,5 Seats,"November 18, 2012"
3272,Kia Seltos HTK Plus D,13.25 Lakh,"7,000 kms",Diesel,Manual,1st Owner,2021,1248 cc,8 Seats,"September 14, 2021"
3273,Maruti Vitara Brezza ZDi,8.05 Lakh,"36,096 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats,"June 19, 2019"
3274,Maruti Wagon R VXI,5.23 Lakh,"9,264 kms",Petrol,Manual,1st Owner,2021,2494 cc,5 Seats,"July 28, 2021"
3275,Hyundai Grand i10 Asta Option,2.58 Lakh,"1,12,870 kms",Petrol,Manual,1st Owner,2013,1198 cc,8 Seats,"April 25, 2013"
3276,Hyundai Xcent 1.1 CRDi S,2.97 Lakh,"56,522 kms",Diesel,Manual,2nd Owner,2014,998 cc,5 Seats,"February 05, 2014"
3277,Mahindra Scorpio S11 BSIV,12.51 Lakh,"74,206 kms",Diesel,Manual,1st Owner,2018,2393 cc,5 Seats,"February 23, 2018"
3278,Maruti Swift Dzire VDI,6.65 Lakh,"70,000 kms",Diesel,Manual,1st Owner,2018,1047 cc,5 Seats,"August 04, 2018"
3279,Hyundai i20 1.2 Asta Option,5.63 Lakh,"50,924 kms",Petrol,Manual,2nd Owner,2018,1197 cc,5 Seats,"December 16, 2018"
3280,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.74 Lakh,"55,681 kms",Diesel,Manual,1st Owner,2015,998 cc,5 Seats,"October 13, 2015"
3281,Tata Nexon 1.2 Revotron XM,6.46 Lakh,"13,308 kms",Petrol,Manual,1st Owner,2019,998 cc,7 Seats,"August 13, 2019"
3282,Maruti Zen Estilo LXI BS IV,1.67 Lakh,"27,420 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats,"April 03, 2011"
3283,Toyota Innova Crysta 2.4 VX MT 8S BSIV,15.05 Lakh,"1,43,696 kms",Diesel,Manual,1st Owner,2018,1999 cc,4 Seats,"January 04, 2018"
3284,Tata Tiago 1.05 Revotorq XT,3.74 Lakh,"1,17,792 kms",Diesel,Manual,1st Owner,2017,2995 cc,6 Seats,"August 07, 2017"
3285,Maruti Swift Dzire AMT VXI,5.19 Lakh,"47,131 kms",Petrol,Automatic,1st Owner,2017,1991 cc,5 Seats,"February 10, 2017"
3286,Maruti Wagon R LXI CNG,1.95 Lakh,"1,04,155 kms",Cng,Manual,1st Owner,2012,1950 cc,8 Seats,"August 07, 2012"
3287,Maruti A-Star Lxi,1.60 Lakh,"54,573 kms",Petrol,Manual,1st Owner,2011,1498 cc,5 Seats,"May 20, 2011"
3288,Maruti Baleno 1.3 Zeta,5.88 Lakh,"84,143 kms",Diesel,Manual,3rd Owner,2019,2494 cc,7 Seats,"March 17, 2019"
3289,Land Rover Discovery Sport TD4 HSE Luxury,48 Lakh,"46,000 kms",Diesel,Automatic,1st Owner,2019,1199 cc,5 Seats,"January 18, 2019"
3290,Audi Q8 55 TFSI Quattro,1.02 Crore,"28,000 kms",Petrol,Automatic,1st Owner,2021,4134 cc,5 Seats,"December 19, 2021"
3291,Mercedes-Benz C-Class C300 Cabriolet,68 Lakh,"30,000 kms",Petrol,Automatic,1st Owner,2019,998 cc,5 Seats,"January 17, 2019"
3292,Mercedes-Benz V-Class Exclusive,59 Lakh,"47,000 kms",Diesel,Automatic,2nd Owner,2019,1197 cc,5 Seats,"January 26, 2019"
3293,Ford Ecosport Titanium Diesel,7.35 Lakh,"46,029 kms",Diesel,Manual,1st Owner,2021,1396 cc,7 Seats,"March 19, 2021"
